answer,pySATEN2,rVAD,inaSpeechSegmenter,Silero_vad,SpeechBrain,WebRTC,WhisperX
1.709398,1.77,1.69,,1.7,1.5,0.45,1.685
5.289438,4.695,3.98,,5.5,5.949999809265137,5.67,5.971
1.5864915,1.585,1.69,,1.6,1.6899999380111694,0.05,1.6
4.6273593,4.65,4.71,,4.8,4.900000095367432,5.73,4.992
2.411298,2.4200000000000004,2.37,2.2800000000000002,2.5,2.369999885559082,0.22,2.444
6.180016,5.91,5.93,5.9,6.4,7.149999618530273,7.47,7.658
2.445606,2.415,2.34,2.24,2.5,2.4099998474121094,0.15,2.41
6.153171,5.855,4.8500000000000005,5.04,6.4,7.019999980926514,6.5600000000000005,7.135
1.08,1.095,1.1400000000000001,1.0,1.1,0.75,0.61,1.128
3.4918911,3.5,3.52,3.1,3.7,3.4800000190734863,4.86,3.727
1.533809,1.545,1.55,,1.6,1.2799999713897705,0.0,1.55
4.60495,4.62,4.51,,4.8,5.21999979019165,6.2,4.857
2.581441,2.6050000000000004,2.5500000000000003,,2.6,2.6499998569488525,0.0,2.596
5.586945,5.355,5.44,,5.7,5.460000038146973,5.66,6.477
1.475,1.525,1.54,1.42,1.6,1.1200000047683716,0.6,1.55
5.2343672,5.2700000000000005,5.3100000000000005,5.36,5.4,5.210000038146973,5.41,5.549
2.029966,2.0100000000000002,1.9100000000000001,,2.0,1.809999942779541,0.0,1.988
7.543036,7.285,7.57,,7.7,8.319999694824219,7.6000000000000005,7.895
2.143032,2.12,2.04,,2.2,2.0899999141693115,0.21,2.157
6.477051,5.550000000000001,5.94,,6.6,7.349999904632568,6.3,7.085
1.1,1.105,1.1,,1.1,0.6200000047683716,0.76,1.077
2.9456673,2.8699999999999997,2.6,,3.1,4.110000133514404,3.9,3.068
1.850508,1.835,1.73,,1.8,1.75,0.02,1.837
4.288839,4.140000000000001,4.15,,4.5,5.670000076293945,5.7,4.402
1.885802,1.86,1.82,,1.9,1.8199999332427979,0.09,1.837
3.990556,3.525,3.6,,4.1,3.7200000286102295,4.3100000000000005,4.587
2.415,2.47,2.66,2.86,2.5,2.359999895095825,1.74,2.427
5.4189398,5.455,4.72,5.24,5.6,5.730000019073486,6.55,5.482
1.958346,1.99,1.94,1.76,2.0,1.8199999332427979,0.04,2.005
6.027465,6.035,5.75,4.82,6.2,6.699999809265137,7.24,6.157
2.070295,2.1,2.0100000000000002,,2.1,1.96999990940094,0.0,2.09
5.824207,5.595000000000001,5.62,,5.7,6.779999732971191,5.88,5.971
1.73,1.745,1.75,4.54,1.8,1.399999976158142,1.85,1.769
6.3870437,6.405,6.49,6.54,6.6,6.369999885559082,8.26,6.511
1.804241,1.825,1.77,,1.9,1.5399999618530273,0.0,1.853
8.376729,8.129999999999999,8.42,,8.5,8.359999656677246,8.46,8.722
2.446561,2.45,2.46,2.52,2.6,2.4600000381469727,0.05,2.512
8.40975,7.03,8.2,7.88,8.6,9.1899995803833,8.43,8.975
1.765,1.77,1.76,1.6,1.8,1.5499999523162842,0.85,1.735
4.5360445,4.535,4.5200000000000005,4.64,4.6,4.960000038146973,5.6000000000000005,4.486
2.182236,2.1700000000000004,2.17,,2.2,1.9299999475479126,0.05,2.14
5.785826,5.7700000000000005,5.76,,5.8,6.839999675750732,7.17,5.87
2.275932,2.4250000000000003,2.32,,2.3,2.180000066757202,0.26,2.292
5.720184,4.890000000000001,4.79,,5.8,6.349999904632568,5.63,5.971
2.075,2.095,2.11,,2.1,1.7699999809265137,0.33,2.039
5.1702525,5.2,4.59,,5.4,5.679999828338623,6.38,5.465
2.039967,2.055,1.95,,2.1,1.8600000143051147,0.7000000000000001,0.031
6.053487,5.995,5.92,,6.0,7.319999694824219,6.55,6.207
2.252001,2.265,2.27,,2.3,2.129999876022339,0.02,2.242
6.091743,5.375,5.43,,6.1,6.0,7.01,7.034
1.8379543,1.925,1.92,,1.9,1.8199999332427979,0.0,1.87
5.1383339,5.155,4.91,,5.3,5.089999675750732,6.96,6.983
2.048741,2.095,2.07,2.02,2.1,1.8799999952316284,0.07,2.09
6.366566,6.130000000000001,6.18,5.88,6.4,7.389999866485596,7.2,6.511
2.445317,2.58,2.48,,2.5,2.240000009536743,0.4,2.427
6.730474,6.025,6.61,,6.7,7.619999885559082,7.51,7.658
1.325,1.295,1.31,,1.3,0.9099999666213989,0.36,1.313
3.7031087,3.6599999999999997,3.54,,3.8,4.130000114440918,3.61,3.794
2.128447,2.075,1.99,,2.2,1.9499999284744263,0.08,2.107
5.213152,4.805000000000001,4.78,,5.2,6.440000057220459,6.5,5.212
1.736259,1.725,1.76,,1.8,1.709999918937683,0.0,1.718
4.711549,4.3500000000000005,4.38,,4.6,4.839999675750732,5.36,4.942
1.39,1.69,1.58,,1.4,1.0399999618530273,0.04,1.381
2.9004262,2.855,2.8000000000000003,,3.0,3.8399999141693115,3.8200000000000003,3.001
1.928258,1.905,1.81,,1.9,1.809999942779541,0.93,1.904
4.013098,3.565,3.54,,4.0,4.440000057220459,5.34,3.895
2.202095,2.1750000000000003,2.07,,2.2,2.190000057220459,0.0,2.174
4.123066,3.695,3.98,,4.2,4.799999713897705,4.72,4.975
1.3049999,1.31,1.26,,1.3,1.0399999618530273,0.85,0.031
5.1813546,5.195,5.21,,5.3,5.400000095367432,6.38,5.465
1.997205,1.9800000000000002,1.97,1.9000000000000001,2.0,1.9499999284744263,0.02,1.972
7.600439,7.155,7.03,7.2,7.7,8.229999542236328,8.75,7.743
2.178198,2.2500000000000004,2.07,,2.2,2.1499998569488525,0.01,2.107
7.162346,6.920000000000001,6.11,,7.4,7.799999713897705,7.97,7.979
0.9,0.885,0.79,,0.9,0.44999998807907104,0.0,0.908
2.7769152,2.76,2.85,,3.0,3.0799999237060547,3.7600000000000002,2.95
2.18522,2.1300000000000003,2.0100000000000002,,2.2,2.069999933242798,0.0,2.157
4.78481,4.7250000000000005,4.62,,4.9,6.079999923706055,5.87,5.026
1.950567,2.245,1.96,,2.0,1.7300000190734863,0.02,1.938
4.367341,3.86,3.19,,4.6,5.239999771118164,5.3,5.33
1.365,1.415,1.3800000000000001,1.56,1.5,1.4499999284744263,0.0,1.415
3.4682991,3.425,3.37,4.22,3.5,4.110000133514404,4.18,3.457
2.367393,2.345,2.2800000000000002,,2.4,2.240000009536743,0.0,2.36
5.000861,4.465000000000001,4.48,,5.0,6.349999904632568,6.37,5.144
2.311792,2.33,2.23,,2.4,2.1399998664855957,0.0,2.343
4.749206,4.3950000000000005,4.3,,4.7,5.259999752044678,5.5,5.313
1.47,1.48,1.47,1.42,1.5,1.1399999856948853,0.63,1.482
4.8349688,4.82,4.69,4.5,5.0,6.029999732971191,6.09,4.942
2.445905,2.41,2.33,2.2,2.4,2.2899999618530273,0.0,2.41
6.895392,6.915,6.53,6.18,7.1,6.87999963760376,8.13,7.27
2.030385,2.0100000000000002,2.0,1.86,2.0,1.8499999046325684,0.3,0.031
6.276291,5.9350000000000005,5.87,5.58,6.4,6.279999732971191,7.15,6.393
1.465,1.51,1.5,1.44,1.5,1.3199999332427979,0.93,1.499
5.8796773,5.87,5.64,6.82,5.9,5.940000057220459,6.51,5.802
2.234921,2.2350000000000003,2.18,2.12,2.3,2.1499998569488525,0.16,2.275
8.40465,8.01,8.19,7.98,8.3,8.449999809265137,9.41,8.468
1.979271,2.04,2.0100000000000002,1.8,2.0,1.9900000095367432,1.73,2.039
7.0839,6.665,6.8100000000000005,7.6000000000000005,7.0,7.109999656677246,6.87,7.118
1.8099999,1.79,1.69,2.86,1.8,1.6399999856948853,0.19,0.031
5.0803254,5.075,5.07,5.0600000000000005,5.1,5.319999694824219,5.72,5.06
2.291627,2.2700000000000005,2.13,3.9,2.3,2.190000057220459,0.01,2.258
7.138776,6.555000000000001,6.76,6.5200000000000005,7.1,8.269999504089355,8.44,7.186
2.260898,2.615,2.54,3.12,2.6,2.5399999618530273,0.0,2.292
6.501636,5.965000000000001,6.04,7.36,6.5,7.349999904632568,7.37,6.697
1.6381163,1.66,1.71,1.68,1.7,1.559999942779541,0.0,1.668
5.3040329,5.300000000000001,5.16,5.22,5.4,5.409999847412109,6.37,5.482
2.219771,2.3350000000000004,2.29,2.18,2.4,2.2100000381469727,0.0,2.326
7.11848,6.91,6.0,6.94,7.3,7.609999656677246,7.18,7.473
2.195011,2.5050000000000003,2.24,,2.5,2.379999876022339,0.03,2.174
6.790884,6.555000000000001,5.94,,6.8,7.710000038146973,7.65,7.726
1.775,1.775,1.76,1.78,1.9,1.6699999570846558,0.4,1.853
4.1527441,4.15,4.19,4.4,4.3,4.559999942779541,5.79,4.199
1.92494,1.985,1.92,,2.0,1.8499999046325684,0.0,1.988
5.3356,5.235,5.18,,5.5,6.789999961853027,5.64,5.718
2.246113,2.31,2.7,,2.4,2.299999952316284,0.06,2.343
5.381181,5.215000000000001,5.29,,5.5,6.449999809265137,6.34,5.819
1.9299999,1.915,2.14,,2.0,1.8199999332427979,0.78,0.031
4.294296,4.24,4.26,,4.5,4.699999809265137,5.41,4.452
2.610613,2.575,2.6,,2.6,2.419999837875366,0.0,2.545
6.638193,6.465000000000001,6.42,,6.8,7.5,8.14,6.764
2.418487,2.435,2.4,,2.4,2.3399999141693115,0.92,2.377
5.56661,4.9750000000000005,5.0,,5.7,6.429999828338623,6.6000000000000005,6.629
2.0550001,2.055,2.06,,2.1,1.8700000047683716,0.0,0.031
5.6129491,5.385000000000001,5.29,,5.7,5.809999942779541,5.7700000000000005,5.617
2.294785,2.2700000000000005,2.14,2.08,2.3,1.8299999237060547,0.01,2.275
7.695427,7.28,7.15,6.0200000000000005,7.4,7.269999980926514,9.22,7.979
2.567191,2.5500000000000003,2.47,,2.6,2.4700000286102295,0.14,2.562
7.068706,7.025,6.59,,7.2,7.210000038146973,7.13,7.793
1.23,1.23,1.28,0.0,1.2,0.9300000071525574,0.0,0.031
3.5002176,3.255,2.9,2.86,3.7,3.809999942779541,4.36,3.743
1.651247,1.6300000000000001,1.55,1.4000000000000001,1.6,1.5399999618530273,0.08,1.6
4.790906,4.455,4.84,4.5200000000000005,5.0,5.179999828338623,5.74,5.093
2.326516,2.4850000000000003,3.0500000000000003,2.62,2.3,2.299999952316284,0.75,2.309
5.116211,4.8100000000000005,5.12,5.04,5.3,5.46999979019165,5.8100000000000005,6.072
1.72,1.73,1.6300000000000001,1.82,1.8,1.6200000047683716,1.8,1.769
3.8590933,3.875,3.93,3.98,4.0,4.069999694824219,3.96,4.03
2.149562,2.1350000000000002,2.04,,2.2,1.9399999380111694,0.01,2.09
5.018486,4.805000000000001,4.95,,5.1,5.699999809265137,5.08,6.123
2.8824,2.8600000000000003,2.77,,2.9,2.859999895095825,1.58,2.9
5.539666,5.555000000000001,5.44,,5.3,5.929999828338623,5.53,5.33
1.7627375,1.765,1.68,,1.8,1.3600000143051147,0.09,1.752
6.4894607,6.085,5.78,,6.6,7.369999885559082,7.49,6.68
2.359637,2.3200000000000003,2.2,,2.3,2.190000057220459,0.13,2.36
9.249567,8.58,8.61,,9.4,9.309999465942383,9.33,9.363
2.205881,2.2,2.23,,2.2,2.119999885559082,1.3800000000000001,2.191
7.96214,6.865,7.390000000000001,,7.7,8.369999885559082,8.82,8.165
1.89,1.96,2.1,,2.0,1.96999990940094,0.23,0.031
4.7258906,4.720000000000001,4.6000000000000005,,5.0,4.71999979019165,6.0600000000000005,4.942
2.364626,2.35,2.3000000000000003,2.3000000000000003,2.4,2.3399999141693115,0.0,2.444
6.094393,5.855,5.91,5.94,6.3,6.460000038146973,7.74,6.342
1.991022,2.0250000000000004,2.04,,2.1,2.0999999046325684,0.0,2.09
5.572336,5.355,5.42,,5.8,6.230000019073486,5.72,6.427
1.0955007,1.24,1.86,1.18,1.2,,0.09,1.195
2.9537163,2.92,2.73,3.12,3.2,,3.0300000000000002,3.035
1.958804,2.015,1.99,,2.1,2.0199999809265137,0.07,2.09
4.68052,4.295,4.3500000000000005,,4.8,4.889999866485596,6.04,4.807
2.453734,2.6300000000000003,2.5100000000000002,,2.7,2.559999942779541,0.0,2.41
4.760642,4.140000000000001,4.43,,4.9,5.489999771118164,5.54,5.566
1.135,1.12,1.56,,1.1,0.7899999618530273,0.0,1.128
3.3178655,3.3,3.19,,3.4,4.110000133514404,4.16,3.406
1.988776,1.96,1.83,,2.0,1.7999999523162842,0.0,1.972
4.888845,4.6850000000000005,3.8200000000000003,,5.1,6.569999694824219,5.64,5.195
2.389472,2.3800000000000003,2.37,,2.4,2.369999885559082,0.01,2.343
5.27877,5.050000000000001,5.07,,5.3,5.369999885559082,5.39,6.005
1.16,1.17,1.16,1.06,1.2,0.75,1.29,1.246
4.2629326,4.285,3.95,4.14,4.4,4.679999828338623,5.54,4.385
2.079083,2.095,2.05,,2.2,1.96999990940094,0.0,2.174
6.215226,6.245,6.09,,6.3,6.569999694824219,7.42,6.528
1.851001,1.8800000000000001,1.87,,2.0,1.7899999618530273,0.07,1.972
5.545794,4.995,5.11,,5.5,6.339999675750732,6.36,5.954
1.735,1.725,1.73,,1.7,1.5499999523162842,0.29,1.735
3.5773773,3.5949999999999998,2.6,,3.7,4.259999752044678,4.83,3.608
2.34966,2.3150000000000004,2.21,,2.3,2.240000009536743,0.0,2.309
4.806382,4.5,4.53,,4.8,4.920000076293945,6.05,4.823
2.074562,2.205,1.99,,2.2,2.0799999237060547,1.6,2.039
4.290875,4.005,4.38,,4.3,4.549999713897705,5.16,4.52
1.3049999,1.345,1.42,,1.4,,0.19,1.313
3.6242837,3.605,3.04,,3.8,,3.69,3.845
1.945351,2.0300000000000002,1.94,,2.0,1.9399999380111694,0.05,1.988
5.098413,5.050000000000001,4.4,,5.2,6.239999771118164,5.8,5.33
1.8284,1.9800000000000002,1.8800000000000001,,2.0,1.5699999332427979,0.03,1.82
4.588686,4.445,3.81,,4.7,5.429999828338623,5.54,5.431
2.27,2.2800000000000002,2.37,2.32,2.4,2.200000047683716,0.0,2.292
7.3271149,6.36,6.4,7.04,7.5,7.319999694824219,8.89,7.675
2.075057,2.1450000000000005,2.04,2.02,2.2,1.9399999380111694,0.0,2.174
8.515646,8.115,8.58,7.6000000000000005,8.5,9.859999656677246,9.91,8.722
1.879091,1.875,1.94,3.3000000000000003,2.1,1.9399999380111694,0.0,1.87
8.105381,7.875,7.96,6.86,7.9,7.96999979019165,8.06,8.468
1.465,1.465,1.3900000000000001,1.6,1.5,1.3299999237060547,0.46,1.482
4.155,4.1450000000000005,4.08,4.08,4.2,4.440000057220459,4.86,4.165
2.197596,2.225,2.07,,2.2,2.0899999141693115,0.01,2.208
5.961451,5.12,5.4,,5.9,6.730000019073486,7.01,6.123
2.375576,2.365,2.21,,2.4,2.3399999141693115,0.0,2.326
5.737644,5.29,5.3,,5.7,6.230000019073486,6.2700000000000005,6.055
1.4400001,1.42,1.35,1.22,1.4,1.0,0.0,1.415
4.6182001,4.355,4.46,4.4,4.8,5.96999979019165,5.93,4.84
1.876671,1.845,1.75,,1.9,1.409999966621399,0.0,1.853
6.014775,5.015000000000001,5.74,,6.3,7.0,6.86,6.292
2.564749,2.74,2.68,,2.7,2.569999933242798,0.05,2.461
6.75541,6.335,6.49,,6.8,7.539999961853027,7.54,7.709
1.635,1.645,1.67,1.74,1.6,1.3700000047683716,0.85,1.651
6.235,6.03,6.09,6.26,6.4,6.190000057220459,7.78,6.427
2.335324,2.31,2.24,6.140000000000001,2.3,2.2699999809265137,0.05,2.309
9.024766,8.799999999999999,8.8,8.2,9.2,8.9399995803833,10.53,9.312
2.590185,2.5850000000000004,2.65,2.98,2.6,2.549999952316284,0.05,2.528
8.829349,8.5,8.71,7.72,8.9,9.069999694824219,9.39,9.768
1.510442,1.525,1.6500000000000001,1.54,1.6,1.2999999523162842,0.64,1.516
5.5072015,5.015000000000001,4.7700000000000005,5.2,5.7,5.679999828338623,7.22,5.819
1.990355,1.99,2.0100000000000002,1.98,2.1,1.8299999237060547,0.05,2.005
7.240396,6.880000000000001,6.13,5.0200000000000005,7.3,7.440000057220459,8.47,7.49
2.387125,2.3950000000000005,2.45,,2.5,2.419999837875366,0.0,2.41
7.932928,6.505000000000001,7.34,,8.1,7.0,8.97,8.975
1.245,1.28,1.42,1.8800000000000001,1.3,0.9799999594688416,0.0,1.297
5.9457349,5.745,5.65,5.78,6.0,5.759999752044678,7.79,6.038
2.370882,2.3750000000000004,2.33,,2.4,2.309999942779541,0.06,2.377
9.458439,9.059999999999999,8.88,,9.2,9.149999618530273,11.07,9.312
2.205558,2.2300000000000004,2.3000000000000003,,2.3,2.3299999237060547,0.01,2.309
8.637031,8.07,8.14,,8.6,8.729999542236328,9.13,9.076
1.415,1.405,1.33,,1.4,,0.87,1.381
2.9723123,2.815,2.89,,3.2,,4.63,3.271
2.239909,2.2150000000000003,2.12,,2.2,2.119999885559082,0.07,2.208
4.354355,4.365,2.57,,4.7,4.880000114440918,5.94,4.958
2.074294,2.06,1.97,,2.1,1.96999990940094,0.0,2.073
4.035828,3.8649999999999998,3.95,,4.2,4.269999980926514,4.09,4.047
1.24,1.245,1.31,1.0,1.2,0.9300000071525574,0.12,1.229
4.3822803,4.315,4.12,4.18,4.6,5.329999923706055,5.3,4.553
2.139093,2.1250000000000004,2.12,,2.1,1.8399999141693115,0.22,2.123
6.487026,5.965000000000001,5.98,,6.7,6.429999828338623,6.91,6.578
2.241471,2.24,2.3000000000000003,,2.2,2.379999876022339,0.01,2.225
6.340705,5.945,6.01,,6.4,6.920000076293945,7.04,6.73
1.352237,1.39,1.45,1.34,1.5,1.309999942779541,0.5700000000000001,1.415
4.26,4.2700000000000005,4.12,3.9,4.4,4.230000019073486,5.73,4.418
2.180045,2.2150000000000003,2.11,,2.3,2.049999952316284,0.0,2.242
6.091156,5.715000000000001,5.89,,6.3,6.449999809265137,6.23,6.19
2.152225,2.475,2.21,,2.3,2.259999990463257,0.81,2.157
5.988853,5.6850000000000005,5.8100000000000005,,6.1,6.699999809265137,6.05,6.376
2.2249999,2.2700000000000005,2.35,2.8000000000000003,2.4,2.0999999046325684,0.72,0.031
6.5349793,6.49,6.3500000000000005,6.640000000000001,6.6,6.819999694824219,7.19,6.629
2.256326,2.2500000000000004,2.24,2.24,2.3,2.1499998569488525,0.36,2.326
7.899425,7.58,7.83,7.5200000000000005,7.9,8.15999984741211,7.67,8.013
2.163562,2.5700000000000003,2.23,,2.3,2.2899999618530273,0.36,2.191
7.92002,7.465000000000001,7.05,,7.9,7.75,8.61,8.637
1.9914409,1.9800000000000002,2.0,,2.0,1.8899999856948853,0.0,2.005
4.0919601,4.08,3.66,,4.3,4.069999694824219,5.5200000000000005,4.199
2.419501,2.3600000000000003,2.27,,2.4,2.259999990463257,0.09,2.393
5.221182,5.205,4.5,,5.2,6.279999732971191,6.15,5.245
2.243487,2.2500000000000004,2.25,,2.2,2.2799999713897705,0.0,2.225
5.073515,4.25,4.28,,5.0,5.539999961853027,5.6000000000000005,5.633
1.585,1.635,1.72,,1.6,1.2599999904632568,0.0,1.617
2.9229079,2.875,2.33,,2.9,3.4499998092651367,4.39,2.933
2.209977,2.2150000000000003,2.17,,2.3,2.190000057220459,0.0,2.258
4.046177,4.035,3.93,,4.0,4.299999713897705,5.11,3.912
2.241613,2.5250000000000004,2.39,,2.3,2.259999990463257,0.03,2.309
3.954626,3.6,3.71,,4.0,4.5,4.9,3.912
1.54,1.575,1.57,1.82,1.6,1.1200000047683716,0.0,0.031
5.3853559,5.4,5.03,5.26,5.6,5.819999694824219,5.43,5.6
1.717873,1.69,1.61,2.22,1.7,1.409999966621399,0.59,1.651
6.652934,6.405,6.5,6.44,6.8,7.399999618530273,7.79,6.68
1.809131,1.83,1.76,,1.8,1.5399999618530273,0.28,1.803
6.670986,5.36,5.34,,6.8,7.37999963760376,6.95,7.473
2.045,2.0700000000000003,2.1,,2.3,1.909999966621399,0.47000000000000003,2.09
4.112499,4.075,3.71,,4.2,4.46999979019165,5.39,4.199
1.953663,1.985,1.8900000000000001,,2.0,,0.41000000000000003,1.988
4.715056,4.355,3.98,,4.6,,5.53,6.106
1.50479,1.48,1.46,,1.6,1.2300000190734863,0.14,1.516
4.211844,3.76,3.81,,4.2,4.699999809265137,4.1,4.823
1.215,1.215,1.11,,1.2,0.3199999928474426,1.23,1.212
2.8524095,2.83,2.35,,3.0,4.460000038146973,4.2,3.102
1.921546,1.895,1.77,,1.9,1.8499999046325684,0.0,1.904
4.045805,3.8899999999999997,3.98,,4.2,4.900000095367432,5.44,4.199
1.879557,2.1,2.0,,1.9,1.409999966621399,0.0,1.837
3.848994,3.7199999999999998,3.15,,4.0,3.7699999809265137,6.7,3.929
1.6950001,1.7,1.6300000000000001,2.9,1.7,1.309999942779541,0.0,1.702
5.7062069,5.675000000000001,5.5200000000000005,5.82,5.7,6.019999980926514,6.36,5.701
1.775964,1.78,1.68,4.84,1.8,1.7400000095367432,0.87,1.718
7.906154,7.510000000000001,7.3500000000000005,7.58,7.8,7.739999771118164,9.72,7.962
1.864662,1.84,1.77,,1.9,1.4399999380111694,0.02,1.82
7.152726,6.630000000000001,6.72,,7.0,7.079999923706055,7.96,7.085
1.34,1.355,1.45,1.46,1.5,1.4800000190734863,0.39,1.415
3.4094579,3.4299999999999997,3.36,3.52,3.5,3.859999895095825,4.59,3.524
1.932501,2.2550000000000003,1.98,,2.3,2.2300000190734863,0.04,1.955
4.827088,4.470000000000001,4.12,,4.8,5.009999752044678,5.54,5.093
1.487984,1.685,1.56,,1.7,1.5299999713897705,0.04,1.685
4.13337,3.3899999999999997,3.44,,4.1,4.75,4.65,4.3
1.3214286,1.32,1.48,1.06,1.3,0.9099999666213989,0.0,1.313
6.4827994,5.995,5.96,6.2,6.7,7.299999713897705,7.45,6.629
2.304762,2.2800000000000002,2.32,2.2,2.3,1.9399999380111694,2.32,2.292
10.761067,10.165,10.07,8.620000000000001,10.8,12.34999942779541,10.89,11.05
1.770468,1.77,1.75,,1.8,1.3600000143051147,0.06,1.718
9.040035,8.27,8.34,,9.0,9.769999504089355,9.71,9.278
2.2449999,2.2550000000000003,2.21,,2.3,2.069999933242798,0.54,2.258
6.1081032,6.125,5.88,,6.3,6.119999885559082,7.84,6.258
1.626221,1.66,1.61,,1.7,0.0,0.02,1.685
7.032371,6.5600000000000005,6.890000000000001,,6.9,7.569999694824219,8.47,7.102
1.319849,1.325,1.37,,1.4,1.0499999523162842,0.0,1.313
6.496286,6.28,6.2,,6.5,7.089999675750732,6.95,7.135
1.24,1.245,1.1500000000000001,0.0,1.3,0.9399999976158142,1.18,1.246
3.7516804,3.78,3.83,3.92,3.9,3.7799999713897705,5.19,3.929
2.122007,2.1250000000000004,2.04,,2.2,1.959999918937683,0.0,2.14
5.524705,5.235,5.16,,5.7,5.489999771118164,6.69,5.752
1.24672,1.255,1.1300000000000001,,1.2,1.1999999284744263,0.17,1.246
4.556917,4.23,3.99,,4.7,5.400000095367432,5.04,4.992
1.4450001,1.53,1.6,,1.4,1.2999999523162842,0.23,1.381
3.2837265,3.29,2.11,,3.5,4.519999980926514,4.37,3.558
1.82585,1.795,2.11,,1.8,1.7799999713897705,1.84,1.803
4.274109,3.695,4.2700000000000005,,4.5,4.839999675750732,4.38,4.402
2.056409,2.2150000000000003,2.07,,2.0,2.059999942779541,0.02,2.005
4.41818,3.86,4.22,,4.6,4.900000095367432,5.07,5.093
2.1300001,2.1450000000000005,2.16,2.2,2.2,2.009999990463257,0.81,2.14
5.4911035,5.5200000000000005,5.41,6.58,5.8,5.46999979019165,6.59,5.887
2.172706,2.1700000000000004,2.05,2.06,2.2,1.959999918937683,0.01,0.031
6.488859,6.2700000000000005,6.53,6.24,6.7,6.46999979019165,7.66,6.578
1.916253,1.925,1.8,1.8,1.9,1.899999976158142,0.0,1.887
6.138782,6.170000000000001,6.0600000000000005,6.9,6.4,6.71999979019165,6.2700000000000005,6.933
0.855,0.915,0.9,,0.9,0.14000000059604645,0.9400000000000001,0.824
2.3020225,2.3,2.31,,2.5,3.2899999618530273,2.34,2.444
2.599327,2.5850000000000004,2.52,,2.6,2.5,0.07,2.579
4.83947,4.4350000000000005,4.11,,5.0,5.839999675750732,4.79,5.026
1.836073,1.835,1.77,,1.9,1.8600000143051147,0.8,1.82
3.76383,3.33,3.64,,4.0,4.519999980926514,3.84,4.283
1.4421641,1.435,2.07,1.3,1.4,1.2899999618530273,0.31,1.448
5.4103356,5.41,5.45,4.18,5.7,4.269999980926514,5.61,5.549
2.058163,2.0300000000000002,1.99,5.76,2.0,1.6899999380111694,2.07,2.039
8.858854,8.84,8.53,8.66,9.0,8.899999618530273,8.86,8.89
1.83542,2.6750000000000003,2.67,,1.9,2.609999895095825,0.16,1.82
